id,state,name,bucket,recommendedAction,reason,status,leadType,likelyLayer,hasCoordinate,priority
mn-lead-myre-big-island-state-park-campground-coordinate-rescue,MN,Myre-Big Island State Park Campgrounds,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official DNR page found; campground detail/coordinates need extraction,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-martin-fox-lake-campground-public-access-review,MN,Fox Lake Campground / Fox Lake area campground,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",Directory-only campground lead; public/operator proof unclear,area_geometry_or_coordinate_rescue,Needs Verification,yes,Medium
mn-lead-steele-hope-oak-knoll-campground-coordinate-rescue,MN,Hope Oak Knoll Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Directory/tourism mention; operator proof and coordinate needed,coordinate_or_promotion_rescue,Private Campgrounds,no,High
mn-lead-faribault-county-fairgrounds-non-event-camping-review,MN,Faribault County Fairgrounds camping,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Fairgrounds camping lead; non-event public overnight use unclear,coordinate_or_promotion_rescue,Needs Verification,no,Medium
mn-lead-lake-elmo-rustic-hikein-components,MN,Lake Elmo Rustic / Hike-In component split,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_or_promotion_rescue,Boat / Backpack,no,High
mn-lead-ham-lake-resort-access-verification,MN,Ham Lake Resort,PROMOTION_STATUS_CHECK_CANDIDATE,Quick source/status check; promote if public overnight use and coordinate are defensible as campground/entrance/area marker.,Ordinary campground/operator lead with a coordinate; likely held for semantics or status wording.,needs_verification,coordinate_or_promotion_rescue,Private Campgrounds,yes,Medium
mn-lead-norquist-campground-public-status,MN,Norquist Campground,PROMOTION_STATUS_CHECK_CANDIDATE,Quick source/status check; promote if public overnight use and coordinate are defensible as campground/entrance/area marker.,Ordinary campground/operator lead with a coordinate; likely held for semantics or status wording.,needs_verification,verification,Private Campgrounds,yes,Medium
mn-lead-prairie-island-campground-coordinate-layer-proof,MN,Prairie Island Campground,PROMOTION_STATUS_CHECK_CANDIDATE,Quick source/status check; promote if public overnight use and coordinate are defensible as campground/entrance/area marker.,Ordinary campground/operator lead with a coordinate; likely held for semantics or status wording.,coordinate_rescue,coordinate_or_promotion_rescue,Modern Campgrounds,yes,High
mn-lead-chester-woods-park-campground-coordinate-rescue,MN,Chester Woods Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-fillmore-county-fair-campground-coordinate-rescue,MN,Fillmore County Fair Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-cannon-river-wilderness-primitive-campsites,MN,Cannon River Wilderness Area primitive campsites,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,area_geometry_or_coordinate_rescue,Rustic / Primitive,no,High
mn-lead-tettegouche-baptism-river-and-cartin-split,MN,Tettegouche State Park — Baptism River / cart-in / walk-in split,PROMOTION_STATUS_CHECK_CANDIDATE,Quick source/status check; promote if public overnight use and coordinate are defensible as campground/entrance/area marker.,Ordinary campground/operator lead with a coordinate; likely held for semantics or status wording.,coordinate_rescue,coordinate_or_promotion_rescue,Modern Campgrounds,yes,High
mn-lead-temperance-river-state-park-campground-split,MN,Temperance River State Park — Upper/Lower/cart-in campgrounds,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-cascade-river-state-park-campground-split,MN,Cascade River State Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_or_promotion_rescue,Modern Campgrounds,no,High
mn-lead-grand-marais-recreation-area-coordinate-rescue,MN,Grand Marais Recreation Area exact-coordinate rescue,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,area_geometry_or_coordinate_rescue,Modern Campgrounds,no,High
pa-forest-tionesta-rec-area-campground-coordinate-rescue,PA,Tionesta Recreation Area Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-forest-outflow-recreation-area-campground-coordinate-rescue,PA,Outflow Recreation Area Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-forest-kellettville-recreation-area-campground-coordinate-rescue,PA,Kellettville Recreation Area Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Rustic / Primitive,no,High
pa-forest-morrison-boat-access-campground-coordinate-rescue,PA,Morrison Boat Access Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Boat / Backpack,no,High
pa-mckean-pine-grove-boat-access-campground-coordinate-rescue,PA,Pine Grove Boat Access Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Boat / Backpack,no,High
pa-clarion-cook-forest-state-park-ridge-campground-coordinate-rescue,PA,Cook Forest State Park Ridge Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-clarion-cook-forest-thompson-eddy-river-camping-coordinate-rescue,PA,Cook Forest Thompson Eddy River Camping,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Research Needed,coordinate_rescue,Boat / Backpack,no,High
pa-jefferson-clear-creek-state-park-campground-coordinate-rescue,PA,Clear Creek State Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-lead-clear-creek-state-park-canoe-kayak-campsites-point-extraction,PA,Clear Creek State Park Canoe/Kayak Campsites,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.","Official campsite lead, point blocked",coordinate_rescue,Boat / Backpack,no,High
pa-clear-creek-danner-primitive-camping-area-gis-rescue,PA,Danner Primitive Camping Area — Clear Creek State Forest,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Research Needed,coordinate_rescue,Rustic / Primitive,no,High
pa-nw-state-forest-motorized-roadside-camping-geometry-lead,PA,Northwest PA State Forest Motorized Roadside Campsites — Geometry Lead,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Research Needed,coordinate_rescue,Boondocking / Dispersed,no,High
pa-crawford-pymatuning-jamestown-campground-coordinate-rescue,PA,Pymatuning State Park — Jamestown Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-crawford-pymatuning-linesville-campground-coordinate-rescue,PA,Pymatuning State Park — Linesville Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-warren-chapman-state-park-campground-coordinate-rescue,PA,Chapman State Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Modern Campgrounds,no,High
pa-venango-oil-creek-state-park-campground-coordinate-rescue,PA,Oil Creek State Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Research Needed,coordinate_rescue,Rustic / Primitive,no,High
pa-venango-oil-creek-trail-shelters-coordinate-rescue,PA,Oil Creek State Park Trail Shelters / Backpack Camping,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Research Needed,coordinate_rescue,Boat / Backpack,no,High
pa-butler-moraine-link-road-overnight-shelter-coordinate-rescue,PA,Moraine State Park — Link Road Overnight Shelter,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Research Needed,coordinate_rescue,Boat / Backpack,no,High
