priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P1,PA,pa-parker-dam-state-park-campground-v23161,Parker Dam State Park Campground,Modern Campgrounds,41.19638,-78.50587,proxy-feature wording/name (review if used as exact campsite); Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-pike-promised-land-state-park-campground,Promised Land State Park Campgrounds,Modern Campgrounds,41.29942,-75.21412,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-beaver-raccoon-creek-state-park-campground,Raccoon Creek State Park Campground,Modern Campgrounds,40.49673,-80.41805,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-ravensburg-state-park-campground-v23161,Ravensburg State Park Campground,Modern Campgrounds,41.11011,-77.24203,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-mckean-red-bridge-recreation-area-campground,Red Bridge Recreation Area Campground,Modern Campgrounds,41.77777778,-78.8875,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-reeds-gap-state-park-campground-v23161,Reeds Gap State Park Campground,Modern Campgrounds,40.7232,-77.47504,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-luzerne-sullivan-columbia-ricketts-glen-state-park-campground,Ricketts Glen State Park Campground,Modern Campgrounds,41.3261,-76.2794,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-raystown-seven-points-campground,Seven Points Campground - Raystown Lake,Modern Campgrounds,40.39369,-78.09295,proxy-feature wording/name (review if used as exact campsite); Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-raystown-susquehannock-campground,Susquehannock Campground - Raystown Lake,Rustic / Primitive,40.4072707,-78.0712423,proxy-feature wording/name (review if used as exact campsite); access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-monroe-tobyhanna-state-park-campground,Tobyhanna State Park Campground,Modern Campgrounds,41.20736,-75.39643,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-tompkins-campground-cowanesque-lake-v23161,Tompkins Campground — Cowanesque Lake,Modern Campgrounds,41.985,-77.17,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-mckean-twin-lakes-recreation-area-campground,Twin Lakes Recreation Area Campground,Rustic / Primitive,41.61416667,-78.75555556,proxy-feature wording/name (review if used as exact campsite); access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-mckean-willow-bay-recreation-area-campground,Willow Bay Recreation Area Campground,Modern Campgrounds,41.98888889,-78.9175,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,PA,pa-sullivan-worlds-end-state-park-campground,Worlds End State Park Campground,Modern Campgrounds,41.4718,-76.58145,Modern layer conflicts with rustic/no-service wording; access wording suggests Boat / Backpack review,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,SD,sd-v23190-badlands-hotel-and-campground,Badlands Hotel & Campground,Private Campgrounds,43.72924722,-101.97878875,vague/uncertain wording in non-boondocking record,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,SD,sd-v23190-bitter-lake-lodge-and-campground,Bitter Lake Lodge & Campground,Private Campgrounds,45.311918,-97.288737,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
